sample	fraction	asv	asv_depth	total_asv_depth	relative_abundance	relative_abundance_pct	NM	mapping_category	abundance_bin
AD1_ont	0.111	final_consensus_483_depth_32	32	125002	0.00025599590406553496	0.025599590406553494	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_484_depth_32	32	125002	0.00025599590406553496	0.025599590406553494	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_485_depth_32	32	125002	0.00025599590406553496	0.025599590406553494	12	NM_ge_2	0.02-<0.05%
AD1_ont	0.111	final_consensus_486_depth_32	32	125002	0.00025599590406553496	0.025599590406553494	39	NM_ge_2	0.02-<0.05%
AD1_ont	0.111	final_consensus_487_depth_32	32	125002	0.00025599590406553496	0.025599590406553494	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_488_depth_32	32	125002	0.00025599590406553496	0.025599590406553494	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_489_depth_32	32	125002	0.00025599590406553496	0.025599590406553494	18	NM_ge_2	0.02-<0.05%
AD1_ont	0.111	final_consensus_490_depth_32	32	125002	0.00025599590406553496	0.025599590406553494	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_491_depth_32	32	125002	0.00025599590406553496	0.025599590406553494	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_492_depth_32	32	125002	0.00025599590406553496	0.025599590406553494	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_493_depth_31	31	125002	0.00024799603206348696	0.0247996032063487	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_494_depth_31	31	125002	0.00024799603206348696	0.0247996032063487	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_495_depth_31	31	125002	0.00024799603206348696	0.0247996032063487	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_496_depth_31	31	125002	0.00024799603206348696	0.0247996032063487	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_497_depth_31	31	125002	0.00024799603206348696	0.0247996032063487	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_498_depth_31	31	125002	0.00024799603206348696	0.0247996032063487	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_499_depth_31	31	125002	0.00024799603206348696	0.0247996032063487	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_500_depth_31	31	125002	0.00024799603206348696	0.0247996032063487	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_501_depth_31	31	125002	0.00024799603206348696	0.0247996032063487	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_502_depth_29	29	125002	0.00023199628805939106	0.023199628805939104	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_503_depth_29	29	125002	0.00023199628805939106	0.023199628805939104	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_504_depth_29	29	125002	0.00023199628805939106	0.023199628805939104	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_505_depth_29	29	125002	0.00023199628805939106	0.023199628805939104	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_506_depth_29	29	125002	0.00023199628805939106	0.023199628805939104	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_507_depth_29	29	125002	0.00023199628805939106	0.023199628805939104	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_508_depth_29	29	125002	0.00023199628805939106	0.023199628805939104	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_509_depth_29	29	125002	0.00023199628805939106	0.023199628805939104	30	NM_ge_2	0.02-<0.05%
AD1_ont	0.111	final_consensus_510_depth_29	29	125002	0.00023199628805939106	0.023199628805939104	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_511_depth_29	29	125002	0.00023199628805939106	0.023199628805939104	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_512_depth_28	28	125002	0.00022399641605734308	0.022399641605734308	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_513_depth_28	28	125002	0.00022399641605734308	0.022399641605734308	1	NM_1	0.02-<0.05%
AD1_ont	0.111	final_consensus_514_depth_28	28	125002	0.00022399641605734308	0.022399641605734308	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_515_depth_28	28	125002	0.00022399641605734308	0.022399641605734308	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_516_depth_28	28	125002	0.00022399641605734308	0.022399641605734308	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_517_depth_28	28	125002	0.00022399641605734308	0.022399641605734308	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_518_depth_28	28	125002	0.00022399641605734308	0.022399641605734308	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_519_depth_28	28	125002	0.00022399641605734308	0.022399641605734308	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_520_depth_28	28	125002	0.00022399641605734308	0.022399641605734308	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_521_depth_28	28	125002	0.00022399641605734308	0.022399641605734308	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_522_depth_28	28	125002	0.00022399641605734308	0.022399641605734308	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_523_depth_28	28	125002	0.00022399641605734308	0.022399641605734308	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_524_depth_27	27	125002	0.0002159965440552951	0.021599654405529512	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_525_depth_27	27	125002	0.0002159965440552951	0.021599654405529512	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_526_depth_27	27	125002	0.0002159965440552951	0.021599654405529512	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_527_depth_27	27	125002	0.0002159965440552951	0.021599654405529512	10	NM_ge_2	0.02-<0.05%
AD1_ont	0.111	final_consensus_528_depth_27	27	125002	0.0002159965440552951	0.021599654405529512	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_529_depth_27	27	125002	0.0002159965440552951	0.021599654405529512	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_530_depth_27	27	125002	0.0002159965440552951	0.021599654405529512	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_531_depth_27	27	125002	0.0002159965440552951	0.021599654405529512	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_532_depth_27	27	125002	0.0002159965440552951	0.021599654405529512	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_533_depth_27	27	125002	0.0002159965440552951	0.021599654405529512	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_534_depth_27	27	125002	0.0002159965440552951	0.021599654405529512	1	NM_1	0.02-<0.05%
AD1_ont	0.111	final_consensus_535_depth_27	27	125002	0.0002159965440552951	0.021599654405529512	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_536_depth_27	27	125002	0.0002159965440552951	0.021599654405529512	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_537_depth_26	26	125002	0.00020799667205324715	0.020799667205324716	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_538_depth_26	26	125002	0.00020799667205324715	0.020799667205324716	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_539_depth_26	26	125002	0.00020799667205324715	0.020799667205324716	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_540_depth_26	26	125002	0.00020799667205324715	0.020799667205324716	0	NM_0	0.02-<0.05%
AD1_ont	0.111	final_consensus_541_depth_25	25	125002	0.00019999680005119917	0.019999680005119917	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_542_depth_25	25	125002	0.00019999680005119917	0.019999680005119917	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_543_depth_25	25	125002	0.00019999680005119917	0.019999680005119917	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_544_depth_25	25	125002	0.00019999680005119917	0.019999680005119917	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_545_depth_25	25	125002	0.00019999680005119917	0.019999680005119917	86	NM_ge_2	<0.02%
AD1_ont	0.111	final_consensus_546_depth_25	25	125002	0.00019999680005119917	0.019999680005119917	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_547_depth_25	25	125002	0.00019999680005119917	0.019999680005119917	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_548_depth_25	25	125002	0.00019999680005119917	0.019999680005119917	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_549_depth_25	25	125002	0.00019999680005119917	0.019999680005119917	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_550_depth_25	25	125002	0.00019999680005119917	0.019999680005119917	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_551_depth_25	25	125002	0.00019999680005119917	0.019999680005119917	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_552_depth_24	24	125002	0.00019199692804915122	0.01919969280491512	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_553_depth_24	24	125002	0.00019199692804915122	0.01919969280491512	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_554_depth_24	24	125002	0.00019199692804915122	0.01919969280491512	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_555_depth_24	24	125002	0.00019199692804915122	0.01919969280491512	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_556_depth_24	24	125002	0.00019199692804915122	0.01919969280491512	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_557_depth_24	24	125002	0.00019199692804915122	0.01919969280491512	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_558_depth_24	24	125002	0.00019199692804915122	0.01919969280491512	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_559_depth_23	23	125002	0.00018399705604710324	0.018399705604710326	3	NM_ge_2	<0.02%
AD1_ont	0.111	final_consensus_560_depth_23	23	125002	0.00018399705604710324	0.018399705604710326	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_561_depth_23	23	125002	0.00018399705604710324	0.018399705604710326	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_562_depth_23	23	125002	0.00018399705604710324	0.018399705604710326	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_563_depth_23	23	125002	0.00018399705604710324	0.018399705604710326	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_564_depth_22	22	125002	0.00017599718404505527	0.017599718404505527	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_565_depth_22	22	125002	0.00017599718404505527	0.017599718404505527	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_566_depth_22	22	125002	0.00017599718404505527	0.017599718404505527	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_567_depth_22	22	125002	0.00017599718404505527	0.017599718404505527	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_568_depth_22	22	125002	0.00017599718404505527	0.017599718404505527	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_569_depth_22	22	125002	0.00017599718404505527	0.017599718404505527	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_570_depth_22	22	125002	0.00017599718404505527	0.017599718404505527	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_571_depth_22	22	125002	0.00017599718404505527	0.017599718404505527	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_572_depth_22	22	125002	0.00017599718404505527	0.017599718404505527	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_573_depth_21	21	125002	0.00016799731204300732	0.01679973120430073	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_574_depth_21	21	125002	0.00016799731204300732	0.01679973120430073	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_575_depth_21	21	125002	0.00016799731204300732	0.01679973120430073	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_576_depth_21	21	125002	0.00016799731204300732	0.01679973120430073	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_577_depth_21	21	125002	0.00016799731204300732	0.01679973120430073	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_578_depth_21	21	125002	0.00016799731204300732	0.01679973120430073	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_579_depth_21	21	125002	0.00016799731204300732	0.01679973120430073	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_580_depth_21	21	125002	0.00016799731204300732	0.01679973120430073	1	NM_1	<0.02%
AD1_ont	0.111	final_consensus_581_depth_20	20	125002	0.00015999744004095934	0.015999744004095935	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_582_depth_20	20	125002	0.00015999744004095934	0.015999744004095935	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_583_depth_20	20	125002	0.00015999744004095934	0.015999744004095935	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_584_depth_20	20	125002	0.00015999744004095934	0.015999744004095935	5	NM_ge_2	<0.02%
AD1_ont	0.111	final_consensus_585_depth_20	20	125002	0.00015999744004095934	0.015999744004095935	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_586_depth_19	19	125002	0.0001519975680389114	0.015199756803891138	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_587_depth_19	19	125002	0.0001519975680389114	0.015199756803891138	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_588_depth_19	19	125002	0.0001519975680389114	0.015199756803891138	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_589_depth_19	19	125002	0.0001519975680389114	0.015199756803891138	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_590_depth_19	19	125002	0.0001519975680389114	0.015199756803891138	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_591_depth_18	18	125002	0.0001439976960368634	0.01439976960368634	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_592_depth_18	18	125002	0.0001439976960368634	0.01439976960368634	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_593_depth_18	18	125002	0.0001439976960368634	0.01439976960368634	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_594_depth_18	18	125002	0.0001439976960368634	0.01439976960368634	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_595_depth_17	17	125002	0.00013599782403481543	0.013599782403481545	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_596_depth_17	17	125002	0.00013599782403481543	0.013599782403481545	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_597_depth_17	17	125002	0.00013599782403481543	0.013599782403481545	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_598_depth_17	17	125002	0.00013599782403481543	0.013599782403481545	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_599_depth_17	17	125002	0.00013599782403481543	0.013599782403481545	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_600_depth_16	16	125002	0.00012799795203276748	0.012799795203276747	129	NM_ge_2	<0.02%
AD1_ont	0.111	final_consensus_601_depth_16	16	125002	0.00012799795203276748	0.012799795203276747	0	NM_0	<0.02%
AD1_ont	0.111	final_consensus_602_depth_14	14	125002	0.00011199820802867154	0.011199820802867154	108	NM_ge_2	<0.02%
AD1_ont	0.037	final_consensus_0_depth_4956	4956	37857	0.13091370156113796	13.091370156113797	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_1_depth_2600	2600	37857	0.06867950445096019	6.867950445096019	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_2_depth_2196	2196	37857	0.05800776606704176	5.800776606704177	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_3_depth_1645	1645	37857	0.043452994162242124	4.345299416224212	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_4_depth_1270	1270	37857	0.033547296404892096	3.3547296404892095	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_5_depth_1068	1068	37857	0.02821142721293288	2.821142721293288	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_6_depth_1001	1001	37857	0.026441609213619675	2.6441609213619675	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_7_depth_774	774	37857	0.02044536017117046	2.044536017117046	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_8_depth_766	766	37857	0.020234038619013656	2.0234038619013655	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_9_depth_706	706	37857	0.018649126977837653	1.8649126977837651	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_10_depth_554	554	37857	0.014634017486858442	1.4634017486858442	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_11_depth_499	499	37857	0.013181181815780436	1.3181181815780436	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_12_depth_465	465	37857	0.012283065219114035	1.2283065219114035	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_13_depth_464	464	37857	0.012256650025094434	1.2256650025094433	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_14_depth_461	461	37857	0.012177404443035634	1.2177404443035633	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_15_depth_457	457	37857	0.012071743666957234	1.2071743666957233	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_16_depth_400	400	37857	0.01056607760784003	1.056607760784003	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_17_depth_394	394	37857	0.010407586443722429	1.040758644372243	0	NM_0	>=1%
AD1_ont	0.037	final_consensus_18_depth_298	298	37857	0.007871727817840821	0.7871727817840822	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_19_depth_288	288	37857	0.0076075758776448215	0.7607575877644821	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_20_depth_283	283	37857	0.007475499907546821	0.7475499907546821	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_21_depth_281	281	37857	0.007422669519507621	0.7422669519507621	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_22_depth_280	280	37857	0.007396254325488021	0.7396254325488021	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_23_depth_272	272	37857	0.00718493277333122	0.718493277333122	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_24_depth_270	270	37857	0.00713210238529202	0.713210238529202	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_25_depth_250	250	37857	0.006603798504900019	0.6603798504900018	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_26_depth_239	239	37857	0.006313231370684418	0.6313231370684418	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_27_depth_237	237	37857	0.006260400982645217	0.6260400982645218	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_28_depth_237	237	37857	0.006260400982645217	0.6260400982645218	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_29_depth_236	236	37857	0.006233985788625617	0.6233985788625618	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_30_depth_235	235	37857	0.006207570594606017	0.6207570594606018	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_31_depth_228	228	37857	0.006022664236468817	0.6022664236468817	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_32_depth_223	223	37857	0.0058905882663708165	0.5890588266370816	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_33_depth_221	221	37857	0.0058377578783316165	0.5837757878331616	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_34_depth_218	218	37857	0.0057585122962728165	0.5758512296272816	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_35_depth_205	205	37857	0.005415114774018015	0.5415114774018015	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_36_depth_204	204	37857	0.005388699579998415	0.5388699579998415	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_37_depth_203	203	37857	0.005362284385978815	0.5362284385978815	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_38_depth_198	198	37857	0.005230208415880814	0.5230208415880815	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_39_depth_184	184	37857	0.004860395699606414	0.48603956996064135	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_40_depth_174	174	37857	0.004596243759410413	0.4596243759410413	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_41_depth_173	173	37857	0.004569828565390813	0.4569828565390813	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_42_depth_169	169	37857	0.004464167789312412	0.44641677893124126	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_43_depth_166	166	37857	0.004384922207253612	0.4384922207253612	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_44_depth_164	164	37857	0.004332091819214412	0.4332091819214412	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_45_depth_158	158	37857	0.004173600655096811	0.4173600655096812	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_46_depth_156	156	37857	0.004120770267057611	0.41207702670576113	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_47_depth_147	147	37857	0.0038830335208812107	0.3883033520881211	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_48_depth_144	144	37857	0.0038037879388224108	0.38037879388224105	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_49_depth_135	135	37857	0.00356605119264601	0.356605119264601	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_50_depth_134	134	37857	0.00353963599862641	0.353963599862641	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_51_depth_133	133	37857	0.0035132208046068096	0.351322080460681	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_52_depth_130	130	37857	0.0034339752225480097	0.34339752225480097	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_53_depth_125	125	37857	0.0033018992524500093	0.3301899252450009	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_54_depth_124	124	37857	0.0032754840584304093	0.3275484058430409	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_55_depth_117	117	37857	0.0030905777002932086	0.3090577700293209	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_56_depth_115	115	37857	0.0030377473122540086	0.30377473122540083	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_57_depth_112	112	37857	0.0029585017301952082	0.2958501730195208	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_58_depth_110	110	37857	0.0029056713421560082	0.2905671342156008	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_59_depth_106	106	37857	0.002800010566077608	0.28000105660776076	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_60_depth_104	104	37857	0.0027471801780384075	0.27471801780384075	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_61_depth_104	104	37857	0.0027471801780384075	0.27471801780384075	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_62_depth_103	103	37857	0.0027207649840188075	0.27207649840188075	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_63_depth_102	102	37857	0.0026943497899992075	0.26943497899992075	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_64_depth_101	101	37857	0.0026679345959796075	0.26679345959796075	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_65_depth_101	101	37857	0.0026679345959796075	0.26679345959796075	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_66_depth_101	101	37857	0.0026679345959796075	0.26679345959796075	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_67_depth_97	97	37857	0.002562273819901207	0.25622738199012074	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_68_depth_96	96	37857	0.002535858625881607	0.25358586258816074	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_69_depth_93	93	37857	0.0024566130438228068	0.24566130438228068	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_70_depth_93	93	37857	0.0024566130438228068	0.24566130438228068	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_71_depth_92	92	37857	0.002430197849803207	0.24301978498032067	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_72_depth_92	92	37857	0.002430197849803207	0.24301978498032067	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_73_depth_91	91	37857	0.002403782655783607	0.24037826557836067	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_74_depth_88	88	37857	0.0023245370737248064	0.23245370737248064	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_75_depth_86	86	37857	0.0022717066856856065	0.22717066856856064	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_76_depth_80	80	37857	0.002113215521568006	0.2113215521568006	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_77_depth_80	80	37857	0.002113215521568006	0.2113215521568006	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_78_depth_80	80	37857	0.002113215521568006	0.2113215521568006	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_79_depth_80	80	37857	0.002113215521568006	0.2113215521568006	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_80_depth_78	78	37857	0.0020603851335288057	0.20603851335288056	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_81_depth_77	77	37857	0.0020339699395092057	0.20339699395092056	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_82_depth_77	77	37857	0.0020339699395092057	0.20339699395092056	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_83_depth_76	76	37857	0.0020075547454896057	0.20075547454896056	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_84_depth_76	76	37857	0.0020075547454896057	0.20075547454896056	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_85_depth_75	75	37857	0.0019811395514700058	0.19811395514700056	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_86_depth_75	75	37857	0.0019811395514700058	0.19811395514700056	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_87_depth_74	74	37857	0.0019547243574504053	0.19547243574504056	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_88_depth_74	74	37857	0.0019547243574504053	0.19547243574504056	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_89_depth_74	74	37857	0.0019547243574504053	0.19547243574504056	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_90_depth_73	73	37857	0.0019283091634308054	0.19283091634308053	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_91_depth_73	73	37857	0.0019283091634308054	0.19283091634308053	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_92_depth_71	71	37857	0.0018754787753916052	0.18754787753916052	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_93_depth_71	71	37857	0.0018754787753916052	0.18754787753916052	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_94_depth_70	70	37857	0.0018490635813720052	0.18490635813720052	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_95_depth_70	70	37857	0.0018490635813720052	0.18490635813720052	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_96_depth_69	69	37857	0.0018226483873524052	0.18226483873524052	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_97_depth_69	69	37857	0.0018226483873524052	0.18226483873524052	1	NM_1	0.1-<1%
AD1_ont	0.037	final_consensus_98_depth_69	69	37857	0.0018226483873524052	0.18226483873524052	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_99_depth_68	68	37857	0.001796233193332805	0.1796233193332805	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_100_depth_68	68	37857	0.001796233193332805	0.1796233193332805	0	NM_0	0.1-<1%
AD1_ont	0.037	final_consensus_101_depth_67	67	37857	0.001769817999313205	0.1769817999313205	0	NM_0	0.1-<1%
