#OTU ID	Read
Zotu23	1179
Zotu68	569
Zotu133	543
Zotu1	8052
Zotu7	4241
Zotu43	1175
Zotu2	8955
Zotu59	976
Zotu4	3078
Zotu27	1344
Zotu45	1089
Zotu18	1278
Zotu5	3015
Zotu17	1801
Zotu30	1261
Zotu32	1843
Zotu25	1245
Zotu10	3565
Zotu83	966
Zotu14	2132
Zotu9	2762
Zotu6	4218
Zotu26	2297
Zotu11	2906
Zotu16	2025
Zotu31	1089
Zotu3	4115
Zotu12	2301
Zotu34	1869
Zotu33	790
Zotu20	1515
Zotu21	1614
Zotu19	1188
Zotu84	1084
Zotu87	914
Zotu166	747
Zotu51	1175
Zotu48	1285
Zotu13	2072
Zotu8	2092
Zotu80	923
Zotu91	799
Zotu29	1254
Zotu28	1459
Zotu47	1106
Zotu197	462
Zotu239	644
Zotu209	38
Zotu102	674
Zotu74	887
Zotu50	1463
Zotu71	1061
Zotu307	437
Zotu104	755
Zotu916	95
Zotu573	358
Zotu40	1053
Zotu22	1025
Zotu110	1240
Zotu139	964
Zotu153	504
Zotu144	525
Zotu114	615
Zotu111	712
Zotu95	882
Zotu72	1067
Zotu37	778
Zotu244	469
Zotu119	549
Zotu283	282
Zotu157	732
Zotu77	855
Zotu193	527
Zotu67	751
Zotu648	493
Zotu129	719
Zotu89	685
Zotu53	703
Zotu44	895
Zotu82	736
Zotu223	688
Zotu107	619
Zotu480	399
Zotu162	719
Zotu61	1074
Zotu24	1174
Zotu137	482
Zotu287	262
Zotu212	739
Zotu79	695
Zotu15	1651
Zotu181	780
Zotu97	661
Zotu311	756
Zotu1136	393
Zotu105	746
Zotu56	1747
Zotu694	219
Zotu770	636
Zotu120	755
Zotu348	328
Zotu225	435
Zotu169	689
Zotu118	574
Zotu76	940
Zotu236	389
Zotu179	348
Zotu146	513
Zotu106	690
Zotu164	417
Zotu65	838
Zotu57	1295
Zotu195	330
Zotu75	853
Zotu341	344
Zotu360	290
Zotu149	488
Zotu41	1177
Zotu150	410
Zotu582	228
Zotu122	622
Zotu92	724
Zotu407	264
Zotu141	480
Zotu159	353
Zotu550	332
Zotu46	417
Zotu63	909
Zotu1100	234
Zotu421	247
Zotu58	1175
Zotu167	513
Zotu728	234
Zotu78	984
Zotu136	613
Zotu211	913
Zotu73	746
Zotu36	898
Zotu64	1199
Zotu90	477
Zotu894	252
Zotu201	510
Zotu389	300
Zotu151	545
Zotu245	352
Zotu242	410
Zotu35	1042
Zotu257	299
Zotu870	277
Zotu1088	239
Zotu93	651
Zotu1363	314
Zotu953	273
Zotu401	110
Zotu2295	357
Zotu178	322
Zotu187	892
Zotu284	183
Zotu685	93
Zotu671	314
Zotu288	511
Zotu39	726
Zotu735	519
Zotu637	236
Zotu235	381
Zotu495	295
Zotu42	856
Zotu273	417
Zotu353	428
Zotu721	378
Zotu498	357
Zotu126	415
Zotu956	217
Zotu1335	285
Zotu314	371
Zotu194	495
Zotu207	313
Zotu259	431
Zotu222	549
Zotu1404	278
Zotu591	145
Zotu154	374
Zotu255	420
Zotu217	557
Zotu204	363
Zotu49	743
Zotu1032	193
Zotu335	627
Zotu768	103
Zotu608	252
Zotu496	368
Zotu140	1234
Zotu1431	477
Zotu123	416
Zotu96	411
Zotu128	544
Zotu554	348
Zotu616	377
Zotu357	372
Zotu696	398
Zotu1755	188
Zotu664	410
Zotu152	640
Zotu147	526
Zotu1373	451
Zotu219	621
Zotu249	611
Zotu145	530
Zotu577	239
Zotu247	357
Zotu60	516
Zotu541	539
Zotu868	572
Zotu596	477
Zotu66	984
Zotu168	540
Zotu55	470
Zotu265	693
Zotu456	402
Zotu1980	568
Zotu623	198
Zotu1483	126
Zotu101	553
Zotu442	320
Zotu350	459
Zotu450	245
Zotu915	108
Zotu318	274
Zotu1394	168
Zotu2263	196
Zotu342	403
Zotu875	340
Zotu192	424
Zotu1022	376
Zotu416	182
Zotu38	1030
Zotu981	229
Zotu109	648
Zotu478	565
Zotu113	455
Zotu2042	127
Zotu374	439
Zotu759	272
Zotu182	521
Zotu1401	269
Zotu1194	161
Zotu308	462
Zotu1608	136
Zotu562	437
Zotu266	154
Zotu1951	467
Zotu271	368
Zotu52	721
Zotu1301	505
Zotu108	486
Zotu548	243
Zotu174	281
Zotu1352	161
Zotu2105	353
Zotu1458	83
Zotu854	354
Zotu580	252
Zotu2116	124
Zotu746	356
Zotu163	665
Zotu289	425
Zotu315	276
Zotu198	278
Zotu686	374
Zotu521	309
Zotu216	480
Zotu1946	837
Zotu877	190
Zotu185	199
Zotu138	261
Zotu99	484
Zotu332	174
Zotu409	397
Zotu1602	215
Zotu278	342
Zotu260	395
Zotu359	503
Zotu454	264
Zotu1138	222
Zotu1133	322
Zotu1467	197
Zotu132	560
Zotu226	459
Zotu328	235
Zotu961	110
Zotu272	451
Zotu444	334
Zotu434	491
Zotu1795	129
Zotu1348	158
Zotu426	306
Zotu327	472
Zotu1050	454
Zotu1807	48
Zotu130	594
Zotu103	443
Zotu414	194
Zotu320	349
Zotu612	412
Zotu81	723
Zotu85	557
Zotu670	225
Zotu1592	216
Zotu2072	315
Zotu220	848
Zotu210	668
Zotu1415	129
Zotu215	309
Zotu339	262
Zotu54	706
Zotu94	409
Zotu282	364
Zotu382	245
Zotu618	330
Zotu396	299
Zotu756	164
Zotu121	853
Zotu1005	144
Zotu1915	56
Zotu394	332
Zotu497	282
Zotu468	275
Zotu1998	198
Zotu1939	160
Zotu1687	533
Zotu378	224
Zotu237	384
Zotu115	599
Zotu213	209
Zotu268	315
Zotu699	213
Zotu292	238
Zotu155	391
Zotu304	298
Zotu424	540
Zotu677	424
Zotu269	829
Zotu230	365
Zotu967	185
Zotu979	203
Zotu117	967
Zotu263	579
Zotu490	387
Zotu240	234
Zotu962	466
Zotu530	224
Zotu611	165
Zotu352	168
Zotu262	260
Zotu303	469
Zotu1396	153
Zotu1647	345
Zotu1737	217
Zotu354	501
Zotu203	353
Zotu238	316
Zotu1890	233
Zotu165	563
Zotu876	575
Zotu253	490
Zotu1640	275
Zotu594	67
Zotu923	210
Zotu1619	279
Zotu2198	366
Zotu639	102
Zotu774	327
Zotu1318	523
Zotu917	170
