#OTU ID	Read
Zotu130	3
Zotu7	45
Zotu33	9
Zotu50	22
Zotu829	5
Zotu415	7
Zotu867	3
Zotu1857	2
Zotu1996	4
Zotu219	10
Zotu87	16
Zotu1263	5
Zotu1026	4
Zotu81	8
Zotu433	4
Zotu1143	1
Zotu253	3
Zotu1165	1
Zotu189	8
Zotu1312	2
Zotu746	3
Zotu1856	4
Zotu1	96
Zotu648	6
Zotu203	5
Zotu410	5
Zotu2034	2
Zotu1176	2
Zotu1382	5
Zotu651	4
Zotu454	2
Zotu4	42
Zotu135	9
Zotu32	24
Zotu879	2
Zotu980	3
Zotu994	9
Zotu194	7
Zotu750	3
Zotu126	8
Zotu1474	2
Zotu162	17
Zotu12	36
Zotu348	3
Zotu152	8
Zotu1025	3
Zotu265	5
Zotu43	9
Zotu1007	2
Zotu100	10
Zotu541	14
Zotu2072	7
Zotu1783	4
Zotu976	9
Zotu1643	4
Zotu1708	1
Zotu576	8
Zotu2038	6
Zotu423	2
Zotu1262	2
Zotu2	106
Zotu355	2
Zotu11	23
Zotu881	5
Zotu876	10
Zotu13	23
Zotu951	7
Zotu66	12
Zotu2006	4
Zotu75	9
Zotu2128	2
Zotu180	5
Zotu18	18
Zotu192	5
Zotu932	9
Zotu910	9
Zotu1453	2
Zotu248	4
Zotu1437	6
Zotu1322	5
Zotu92	9
Zotu2246	3
Zotu134	4
Zotu1369	12
Zotu1205	7
Zotu385	7
Zotu86	7
Zotu638	6
Zotu1516	3
Zotu1677	9
Zotu351	5
Zotu1304	4
Zotu1925	4
Zotu456	4
Zotu58	14
Zotu285	5
Zotu9	31
Zotu996	3
Zotu1989	2
Zotu728	3
Zotu1723	4
Zotu212	12
Zotu1615	1
Zotu231	12
Zotu178	5
Zotu1434	3
Zotu575	2
Zotu1191	1
Zotu472	7
Zotu463	2
Zotu1038	10
Zotu1918	4
Zotu10	36
Zotu604	2
Zotu1809	5
Zotu1476	6
Zotu114	9
Zotu1485	3
Zotu163	6
Zotu1088	2
Zotu1787	2
Zotu458	9
Zotu2054	2
Zotu249	8
Zotu637	3
Zotu848	6
Zotu969	8
Zotu808	1
Zotu478	6
Zotu1465	2
Zotu1491	4
Zotu1945	1
Zotu504	5
Zotu61	12
Zotu341	7
Zotu1267	4
Zotu217	7
Zotu228	6
Zotu362	5
Zotu36	10
Zotu1305	4
Zotu336	1
Zotu1710	1
Zotu160	6
Zotu117	15
Zotu1551	1
Zotu1747	9
Zotu110	10
Zotu1033	1
Zotu2138	5
Zotu417	5
Zotu1241	1
Zotu298	7
Zotu1089	2
Zotu1495	2
Zotu447	3
Zotu21	18
Zotu919	1
Zotu1266	4
Zotu294	10
Zotu254	11
Zotu57	15
Zotu600	4
Zotu2141	3
Zotu56	30
Zotu143	6
Zotu442	3
Zotu354	7
Zotu981	3
Zotu1371	1
Zotu1098	2
Zotu486	6
Zotu436	7
Zotu169	8
Zotu900	2
Zotu167	8
Zotu1527	4
Zotu218	2
Zotu958	2
Zotu862	2
Zotu29	13
Zotu84	17
Zotu587	5
Zotu929	5
Zotu1701	5
Zotu805	4
Zotu971	1
Zotu296	11
Zotu222	4
Zotu8	22
Zotu1522	2
Zotu188	6
Zotu742	1
Zotu151	7
Zotu1333	11
Zotu1791	6
Zotu1130	3
Zotu1713	1
Zotu275	5
Zotu791	8
Zotu1684	1
Zotu1586	4
Zotu1621	2
Zotu765	2
Zotu519	4
Zotu121	14
Zotu207	3
Zotu552	2
Zotu451	7
Zotu16	16
Zotu1426	8
Zotu426	4
Zotu140	16
Zotu1905	3
Zotu41	13
Zotu108	11
Zotu497	8
Zotu22	19
Zotu1280	3
Zotu1980	8
Zotu176	12
Zotu688	5
Zotu82	4
Zotu63	11
Zotu37	9
Zotu1240	7
Zotu358	8
Zotu211	9
Zotu34	20
Zotu2113	9
Zotu17	27
Zotu201	7
Zotu52	11
Zotu1365	4
Zotu836	8
Zotu1142	1
Zotu1542	4
Zotu1020	3
Zotu891	2
Zotu91	5
Zotu1331	4
Zotu882	4
Zotu675	3
Zotu210	6
Zotu960	8
Zotu68	9
Zotu129	4
Zotu202	6
Zotu2181	3
Zotu1908	1
Zotu610	2
Zotu280	2
Zotu197	6
Zotu25	13
Zotu95	12
Zotu1036	8
Zotu618	7
Zotu271	4
Zotu30	17
Zotu975	8
Zotu1603	1
Zotu943	5
Zotu570	3
Zotu1106	5
Zotu586	8
Zotu1904	3
Zotu156	4
Zotu116	7
Zotu2275	4
Zotu119	11
Zotu5	35
Zotu136	10
Zotu875	3
Zotu46	8
Zotu154	7
Zotu97	2
Zotu616	4
Zotu1689	3
Zotu722	2
Zotu870	4
Zotu609	8
Zotu64	15
Zotu1823	2
Zotu904	1
Zotu157	8
Zotu894	2
Zotu606	2
Zotu1817	3
Zotu757	2
Zotu1678	2
Zotu1601	2
Zotu3	44
Zotu327	6
Zotu485	3
Zotu1456	3
Zotu749	3
Zotu603	5
Zotu182	8
Zotu24	13
Zotu382	2
Zotu1104	2
Zotu979	5
Zotu2154	3
Zotu1192	7
Zotu494	4
Zotu623	5
Zotu107	7
Zotu1946	16
Zotu1249	2
Zotu769	4
Zotu80	12
Zotu1973	3
Zotu1253	6
Zotu533	8
Zotu1140	4
Zotu1728	2
Zotu148	12
Zotu1124	2
Zotu1230	4
Zotu669	4
Zotu48	14
Zotu991	11
Zotu1320	6
Zotu150	5
Zotu2119	4
Zotu166	11
Zotu141	5
Zotu1460	2
Zotu1420	1
Zotu6	58
Zotu2230	4
Zotu306	3
Zotu968	3
Zotu124	5
Zotu860	2
Zotu51	14
Zotu2308	1
Zotu175	3
Zotu620	5
Zotu1179	5
Zotu1027	3
Zotu1439	2
Zotu27	17
Zotu1931	3
Zotu2315	3
Zotu309	7
Zotu2045	2
Zotu196	5
Zotu397	7
Zotu563	3
Zotu357	6
Zotu440	8
Zotu158	6
Zotu60	9
Zotu826	3
Zotu2069	7
Zotu1510	3
Zotu373	1
Zotu1309	5
Zotu1812	5
Zotu527	3
Zotu246	6
Zotu78	9
Zotu503	8
Zotu1084	2
Zotu424	7
Zotu2257	5
Zotu1402	3
Zotu1506	2
Zotu1818	2
Zotu803	5
Zotu359	8
Zotu2095	1
Zotu1974	1
Zotu1566	4
Zotu917	3
Zotu225	5
Zotu495	4
Zotu1189	3
Zotu1463	7
Zotu567	2
Zotu488	3
Zotu2167	5
Zotu1108	4
Zotu1163	4
Zotu161	6
Zotu940	7
Zotu630	7
Zotu1008	6
Zotu1134	3
Zotu1847	9
Zotu67	10
Zotu184	6
Zotu1376	5
Zotu230	5
Zotu1988	2
Zotu536	2
Zotu390	10
Zotu322	2
Zotu724	4
Zotu1687	9
Zotu35	16
Zotu149	3
Zotu1281	2
Zotu1830	3
Zotu2283	8
Zotu2040	2
Zotu258	7
Zotu2256	3
Zotu1283	4
Zotu1212	1
Zotu1239	4
Zotu2137	1
Zotu554	8
Zotu1635	4
Zotu997	9
Zotu1552	3
Zotu714	9
Zotu1372	1
Zotu1811	2
Zotu14	28
Zotu985	1
Zotu1941	1
Zotu682	1
Zotu2235	1
Zotu492	5
Zotu590	6
Zotu26	31
Zotu321	3
Zotu1951	5
Zotu245	3
Zotu174	5
Zotu844	4
Zotu1421	1
Zotu770	11
Zotu481	3
Zotu589	6
Zotu760	3
Zotu1888	18
Zotu1441	3
Zotu252	5
Zotu122	13
Zotu2310	8
Zotu331	3
Zotu1149	6
Zotu28	19
Zotu2286	3
Zotu595	3
Zotu204	6
Zotu1732	1
Zotu1219	2
Zotu159	5
Zotu2139	6
Zotu281	5
Zotu240	1
Zotu111	6
Zotu104	8
Zotu269	11
Zotu546	4
Zotu1636	2
Zotu139	8
Zotu908	7
Zotu2319	2
Zotu506	8
Zotu1201	3
Zotu775	3
Zotu1070	1
Zotu1994	4
Zotu903	1
Zotu1148	3
Zotu1358	3
Zotu278	4
Zotu2065	5
Zotu2186	3
Zotu1483	5
Zotu1919	5
Zotu2295	4
Zotu1427	4
Zotu1022	12
Zotu242	5
Zotu1804	3
Zotu421	3
Zotu20	15
Zotu467	4
Zotu1582	3
Zotu2124	3
Zotu106	8
Zotu105	13
Zotu899	9
Zotu1724	3
Zotu659	6
Zotu77	19
Zotu1071	4
Zotu767	3
Zotu2185	3
Zotu2029	1
Zotu510	5
Zotu1210	4
Zotu1328	12
Zotu1037	2
Zotu311	15
Zotu1373	5
Zotu779	4
Zotu94	5
Zotu654	5
Zotu1272	3
Zotu318	2
Zotu1270	2
Zotu223	11
Zotu233	5
Zotu264	3
Zotu1001	3
Zotu190	4
Zotu569	3
Zotu1539	3
Zotu2059	2
Zotu1600	3
Zotu1116	2
Zotu304	1
Zotu1473	2
Zotu1929	4
Zotu559	3
Zotu308	5
Zotu128	3
Zotu315	2
Zotu817	4
Zotu530	2
Zotu1960	4
Zotu2273	3
Zotu699	2
Zotu44	9
Zotu629	3
Zotu1870	7
Zotu2023	2
Zotu170	8
Zotu974	6
Zotu480	4
Zotu1412	5
Zotu2224	6
Zotu1821	4
Zotu1702	2
Zotu573	10
Zotu2261	5
Zotu1158	1
Zotu360	5
Zotu434	6
Zotu1292	2
Zotu706	7
Zotu115	8
Zotu2077	8
Zotu396	8
Zotu1197	3
Zotu1954	3
Zotu963	5
Zotu446	3
Zotu984	1
Zotu40	9
Zotu2114	5
Zotu259	4
Zotu505	12
Zotu244	7
Zotu395	7
Zotu445	2
Zotu475	5
Zotu1056	3
Zotu941	3
Zotu663	4
Zotu1403	2
Zotu599	4
Zotu227	6
Zotu513	4
Zotu31	14
Zotu1872	5
Zotu1445	7
Zotu1890	2
Zotu1094	5
Zotu54	10
Zotu1431	6
Zotu1352	3
Zotu2285	2
Zotu1572	2
Zotu2051	5
Zotu772	1
Zotu2063	2
Zotu631	2
Zotu782	3
Zotu102	5
Zotu1366	1
Zotu137	6
Zotu1105	4
Zotu1050	3
Zotu441	5
Zotu847	4
Zotu1323	6
Zotu633	2
Zotu959	5
Zotu1593	2
Zotu49	6
Zotu933	4
Zotu1580	3
Zotu133	3
Zotu198	1
Zotu1496	3
Zotu561	2
Zotu1563	2
Zotu1910	2
Zotu65	11
Zotu273	4
Zotu2162	3
Zotu1997	3
Zotu1965	2
Zotu1154	2
Zotu408	8
Zotu2216	1
Zotu76	16
Zotu677	5
Zotu2276	4
Zotu726	1
Zotu187	10
Zotu1920	5
Zotu2097	1
Zotu177	2
Zotu101	7
Zotu449	3
Zotu2145	4
Zotu2214	1
Zotu1294	3
Zotu1865	4
Zotu399	3
Zotu1745	3
Zotu857	4
Zotu418	4
Zotu425	6
Zotu15	18
Zotu515	2
Zotu928	1
Zotu1800	4
Zotu670	8
Zotu39	14
Zotu1921	2
Zotu1887	3
Zotu1401	1
Zotu612	8
Zotu1881	1
Zotu831	1
Zotu720	2
Zotu741	6
Zotu1939	2
Zotu272	8
Zotu1425	1
Zotu680	6
Zotu483	5
Zotu1738	2
Zotu214	8
Zotu289	10
Zotu645	1
Zotu1850	2
Zotu898	3
Zotu514	7
Zotu2021	9
Zotu323	3
Zotu387	5
Zotu1075	2
Zotu2020	5
Zotu286	3
Zotu1959	1
Zotu1424	5
Zotu1045	3
Zotu1093	3
Zotu1353	2
Zotu386	5
Zotu1245	2
Zotu528	2
Zotu312	6
Zotu62	11
Zotu1897	2
Zotu679	2
Zotu832	6
Zotu1999	3
Zotu1133	3
Zotu181	18
Zotu681	3
Zotu339	5
Zotu532	3
Zotu1144	1
Zotu1324	1
Zotu2233	3
Zotu2108	3
Zotu652	3
Zotu391	4
Zotu1942	3
Zotu721	5
Zotu1756	2
Zotu1419	4
Zotu416	1
Zotu1669	1
Zotu2024	4
Zotu1313	4
Zotu1330	2
Zotu2271	3
Zotu1608	3
Zotu42	9
Zotu1679	1
Zotu120	7
Zotu1694	2
Zotu1499	1
Zotu2243	1
Zotu1654	5
Zotu1363	5
Zotu191	5
Zotu1741	3
Zotu255	4
Zotu377	4
Zotu698	2
Zotu326	1
Zotu1981	2
Zotu283	4
Zotu1647	10
Zotu664	5
Zotu834	6
Zotu907	5
Zotu719	1
Zotu1348	3
Zotu886	4
Zotu1592	2
Zotu1869	2
Zotu344	2
Zotu96	5
Zotu342	4
Zotu1947	1
Zotu226	4
Zotu671	4
Zotu1362	2
Zotu758	10
Zotu2242	2
