#OTU ID	Read
Zotu1	22348
Zotu4	10650
Zotu5	10585
Zotu22	4771
Zotu15	4915
Zotu2	19713
Zotu43	3112
Zotu3	14705
Zotu8	7412
Zotu57	2889
Zotu6	8361
Zotu18	3576
Zotu24	3949
Zotu34	3751
Zotu13	5879
Zotu11	6183
Zotu70	2534
Zotu9	6121
Zotu40	3312
Zotu7	8822
Zotu14	3813
Zotu56	2896
Zotu30	2846
Zotu28	3464
Zotu39	2959
Zotu31	3643
Zotu42	3180
Zotu27	3709
Zotu16	4008
Zotu68	2727
Zotu44	3087
Zotu47	2730
Zotu19	3155
Zotu10	5344
Zotu37	2796
Zotu38	3404
Zotu35	2952
Zotu71	2215
Zotu32	3188
Zotu25	2975
Zotu29	3563
Zotu45	2806
Zotu73	2456
Zotu26	3338
Zotu23	2958
Zotu36	2616
Zotu49	2502
Zotu41	2716
Zotu53	2749
Zotu33	3365
Zotu63	2042
Zotu12	3895
Zotu20	3193
Zotu48	2582
Zotu84	2120
Zotu66	1705
Zotu67	1962
Zotu81	1800
Zotu75	1732
Zotu17	3561
Zotu59	2440
Zotu95	1515
Zotu50	2065
Zotu83	1971
Zotu52	2040
Zotu262	993
Zotu21	2942
Zotu100	1744
Zotu82	1511
Zotu111	1561
Zotu114	1498
Zotu148	1272
Zotu74	2205
Zotu106	1567
Zotu143	1575
Zotu61	2846
Zotu93	1660
Zotu58	2139
Zotu51	2728
Zotu112	1721
Zotu80	1715
Zotu179	1129
Zotu78	1785
Zotu85	1709
Zotu123	966
Zotu62	2260
Zotu105	1452
Zotu202	1156
Zotu46	2519
Zotu96	1592
Zotu88	1616
Zotu118	1688
Zotu55	2214
Zotu69	1580
Zotu64	2354
Zotu166	1256
Zotu90	1802
Zotu72	1986
Zotu137	1016
Zotu120	1963
Zotu150	1338
Zotu134	1648
Zotu130	1110
Zotu119	1444
Zotu169	1144
Zotu138	1299
Zotu153	1293
Zotu113	991
Zotu54	2031
Zotu188	1128
Zotu156	1180
Zotu101	1799
Zotu99	1665
Zotu98	1844
Zotu172	1127
Zotu233	1177
Zotu79	1614
Zotu161	1108
Zotu285	746
Zotu65	1999
Zotu219	1211
Zotu104	1873
Zotu107	1534
Zotu196	741
Zotu124	1669
Zotu117	1578
Zotu139	1293
Zotu183	1085
Zotu131	1493
Zotu102	1787
Zotu126	1540
Zotu201	854
Zotu231	712
Zotu199	840
Zotu97	1142
Zotu108	1312
Zotu144	1447
Zotu77	1692
Zotu92	1922
Zotu253	1023
Zotu173	1227
Zotu214	989
Zotu276	981
Zotu121	1470
Zotu154	1096
Zotu209	749
Zotu155	970
Zotu298	714
Zotu297	741
Zotu176	1338
Zotu87	1473
Zotu266	897
Zotu198	917
Zotu264	706
Zotu236	1006
Zotu158	953
Zotu206	1075
Zotu291	890
Zotu257	860
Zotu149	1334
Zotu60	2147
Zotu160	1216
Zotu190	1156
Zotu200	1119
Zotu162	702
Zotu239	835
Zotu76	1459
Zotu89	1721
Zotu136	840
Zotu275	690
Zotu110	1775
Zotu135	1486
Zotu486	585
Zotu317	754
Zotu446	891
Zotu174	805
Zotu115	1509
Zotu212	956
Zotu192	918
Zotu151	924
Zotu242	951
Zotu116	1448
Zotu277	671
Zotu132	1217
Zotu94	1597
Zotu164	919
Zotu146	1269
Zotu122	1421
Zotu171	1275
Zotu159	1551
Zotu256	828
Zotu211	827
Zotu165	1327
Zotu133	1802
Zotu316	911
Zotu203	846
Zotu312	727
Zotu261	785
Zotu319	647
Zotu140	1326
Zotu218	1036
Zotu396	663
Zotu224	805
Zotu109	1478
Zotu265	639
Zotu373	814
Zotu181	1461
Zotu170	888
Zotu351	827
Zotu340	522
Zotu213	1066
Zotu204	1017
Zotu127	1503
