#OTU ID	Read
Zotu1	13514
Zotu3	5091
Zotu11	1266
Zotu16	1150
Zotu24	760
Zotu31	582
Zotu6	2967
Zotu7	2665
Zotu33	726
Zotu2	4174
Zotu4	4338
Zotu9	1792
Zotu8	2035
Zotu29	610
Zotu12	1689
Zotu5	3623
Zotu17	974
Zotu15	1215
Zotu19	776
Zotu39	625
Zotu27	692
Zotu41	535
Zotu28	624
Zotu21	772
Zotu13	1143
Zotu66	233
Zotu38	532
Zotu187	66
Zotu63	279
Zotu35	657
Zotu123	114
Zotu10	1550
Zotu18	814
Zotu37	671
Zotu32	635
Zotu154	61
Zotu30	594
Zotu23	774
Zotu22	962
Zotu46	522
Zotu97	150
Zotu241	114
Zotu224	60
Zotu106	162
Zotu303	53
Zotu289	46
Zotu25	652
Zotu60	305
Zotu42	619
Zotu185	81
Zotu104	98
Zotu86	160
Zotu92	160
Zotu99	150
Zotu482	24
Zotu205	106
Zotu231	62
Zotu36	575
Zotu44	446
Zotu397	55
Zotu288	36
Zotu26	535
Zotu103	151
Zotu251	56
Zotu40	502
Zotu49	443
Zotu55	295
Zotu90	189
Zotu396	41
Zotu51	474
Zotu48	374
Zotu129	173
Zotu20	702
Zotu915	15
Zotu259	52
Zotu139	105
Zotu14	1215
Zotu68	282
Zotu34	614
Zotu250	64
Zotu110	116
Zotu159	81
Zotu102	137
Zotu101	149
Zotu1364	18
Zotu1369	14
Zotu175	58
Zotu45	416
Zotu62	295
Zotu540	6
Zotu328	28
Zotu50	351
Zotu928	14
Zotu211	50
Zotu88	175
Zotu344	41
Zotu144	55
Zotu117	156
Zotu821	25
Zotu172	76
Zotu81	182
Zotu1178	30
Zotu267	54
Zotu1257	26
Zotu56	267
Zotu306	42
Zotu77	180
Zotu457	43
Zotu218	71
Zotu433	21
Zotu472	24
Zotu52	288
Zotu446	44
Zotu1099	19
Zotu934	15
Zotu585	16
Zotu1021	12
Zotu791	9
Zotu221	52
Zotu115	130
Zotu340	34
Zotu969	18
Zotu952	21
Zotu372	18
Zotu595	34
Zotu384	28
Zotu400	49
Zotu210	51
Zotu84	230
Zotu134	108
Zotu95	159
Zotu709	9
Zotu581	23
Zotu355	62
Zotu1274	2
Zotu772	12
Zotu120	110
Zotu191	77
Zotu61	253
Zotu108	108
Zotu125	110
Zotu376	37
Zotu194	60
Zotu614	14
Zotu342	32
Zotu1104	14
Zotu325	33
Zotu847	33
Zotu265	44
Zotu47	454
Zotu147	97
Zotu168	67
Zotu277	85
Zotu100	146
Zotu1457	16
Zotu1207	6
Zotu234	68
Zotu122	109
Zotu850	15
Zotu766	15
Zotu1339	5
Zotu473	26
Zotu819	18
Zotu121	88
Zotu653	26
Zotu447	21
Zotu301	29
Zotu126	87
Zotu680	8
Zotu923	13
Zotu352	29
Zotu599	18
Zotu119	121
Zotu687	38
Zotu1325	16
Zotu515	30
Zotu333	35
Zotu1355	18
Zotu216	104
Zotu463	57
Zotu295	53
Zotu674	37
