#OTU ID	Read
Zotu8	2534
Zotu35	1373
Zotu2	5755
Zotu12	2415
Zotu9	2051
Zotu6	2224
Zotu7	2238
Zotu1	6060
Zotu34	1256
Zotu16	1412
Zotu5	2339
Zotu19	1373
Zotu4	2710
Zotu3	3472
Zotu26	2132
Zotu11	2088
Zotu24	1326
Zotu31	1351
Zotu25	1385
Zotu13	1473
Zotu28	1362
Zotu18	1416
Zotu41	946
Zotu22	1601
Zotu14	1542
Zotu30	1320
Zotu38	977
Zotu47	898
Zotu27	1366
Zotu17	1343
Zotu39	1025
Zotu23	1618
Zotu10	1744
Zotu21	1359
Zotu33	1218
Zotu15	1448
Zotu54	775
Zotu43	1033
Zotu44	795
Zotu100	494
Zotu45	716
Zotu75	588
Zotu72	551
Zotu48	667
Zotu53	774
Zotu65	587
Zotu40	741
Zotu36	874
Zotu272	217
Zotu20	1494
Zotu80	547
Zotu59	648
Zotu206	289
Zotu76	483
Zotu397	161
Zotu62	649
Zotu118	395
Zotu69	609
Zotu58	420
Zotu133	459
Zotu89	461
Zotu314	131
Zotu52	809
Zotu115	484
Zotu49	716
Zotu307	205
Zotu335	263
Zotu50	697
Zotu91	450
Zotu136	436
Zotu165	290
Zotu87	545
Zotu217	215
Zotu173	351
Zotu255	154
Zotu109	465
Zotu94	481
Zotu42	841
Zotu61	612
Zotu108	352
Zotu145	273
Zotu378	149
Zotu135	417
Zotu64	647
Zotu316	141
Zotu392	147
Zotu174	239
Zotu225	339
Zotu233	248
Zotu68	698
Zotu79	564
Zotu184	214
Zotu577	100
Zotu37	811
Zotu83	541
Zotu29	1041
Zotu138	367
Zotu57	511
Zotu126	416
Zotu46	684
Zotu55	536
Zotu123	366
Zotu92	439
Zotu82	697
Zotu246	159
Zotu117	433
Zotu295	190
Zotu837	78
Zotu333	157
Zotu1721	81
Zotu317	197
Zotu81	473
Zotu175	362
Zotu129	253
Zotu111	360
Zotu177	230
Zotu116	254
Zotu310	165
Zotu140	314
Zotu74	484
Zotu120	261
Zotu346	173
Zotu127	446
Zotu70	595
Zotu223	329
Zotu331	136
Zotu245	177
Zotu488	95
Zotu152	267
Zotu608	79
Zotu697	109
Zotu286	187
Zotu157	266
Zotu139	407
Zotu1199	69
Zotu460	102
Zotu749	136
Zotu153	329
Zotu254	291
Zotu360	163
Zotu341	183
Zotu141	271
Zotu258	176
Zotu214	214
Zotu241	209
Zotu84	566
Zotu156	471
Zotu73	434
Zotu86	343
Zotu476	99
Zotu395	180
Zotu88	731
Zotu751	111
Zotu1609	18
Zotu51	829
Zotu168	240
Zotu657	99
Zotu147	281
Zotu98	370
Zotu297	147
Zotu146	295
Zotu143	237
Zotu232	173
Zotu373	209
Zotu149	237
Zotu187	275
Zotu362	193
Zotu260	188
Zotu420	152
Zotu448	88
Zotu1896	54
Zotu611	135
Zotu226	283
Zotu767	94
Zotu131	290
Zotu97	300
Zotu179	265
Zotu159	250
Zotu369	133
Zotu2223	150
Zotu1469	51
Zotu78	542
Zotu161	259
Zotu707	101
Zotu2168	63
Zotu251	182
Zotu185	249
Zotu453	68
Zotu85	458
Zotu347	134
Zotu747	90
Zotu266	200
Zotu122	264
Zotu644	55
Zotu353	173
Zotu467	199
Zotu1740	44
Zotu105	322
Zotu609	116
Zotu298	112
Zotu183	225
Zotu1079	47
Zotu306	191
Zotu588	91
Zotu1183	66
Zotu723	78
Zotu845	132
Zotu289	115
Zotu299	195
Zotu32	850
Zotu634	94
Zotu71	455
Zotu163	213
Zotu211	205
Zotu600	200
Zotu1088	79
Zotu371	155
Zotu1777	24
Zotu172	287
Zotu178	323
Zotu90	486
Zotu359	109
Zotu104	415
Zotu1492	30
Zotu268	171
Zotu882	61
Zotu787	64
Zotu191	342
Zotu743	48
Zotu308	177
Zotu273	298
Zotu181	234
Zotu155	225
Zotu507	147
Zotu670	114
Zotu1163	39
Zotu311	109
Zotu300	209
Zotu200	221
Zotu197	274
Zotu856	36
Zotu932	89
Zotu67	522
Zotu759	62
Zotu216	199
Zotu1979	92
Zotu199	189
Zotu269	287
Zotu585	56
Zotu547	111
Zotu1300	51
Zotu56	487
Zotu473	86
Zotu997	35
Zotu1229	33
Zotu1157	78
Zotu262	152
Zotu207	237
Zotu472	99
Zotu417	185
Zotu429	81
Zotu377	158
Zotu195	255
Zotu891	82
Zotu638	68
Zotu1560	70
Zotu1649	63
Zotu647	74
Zotu283	199
Zotu1037	86
Zotu1145	62
Zotu1950	29
Zotu461	121
Zotu778	47
Zotu704	84
Zotu866	73
Zotu196	171
Zotu594	127
Zotu396	152
Zotu597	65
Zotu432	118
Zotu312	102
Zotu549	103
Zotu169	264
Zotu509	115
Zotu901	94
Zotu220	148
Zotu1012	75
Zotu188	212
Zotu1667	22
Zotu1113	22
Zotu192	136
Zotu952	63
Zotu125	347
Zotu180	298
Zotu218	218
Zotu978	50
Zotu144	385
Zotu1378	43
Zotu1899	35
Zotu776	60
Zotu1060	66
Zotu653	79
Zotu170	230
Zotu259	218
Zotu428	156
Zotu1505	31
Zotu132	304
Zotu205	221
Zotu387	186
Zotu890	78
Zotu323	71
Zotu235	217
Zotu883	43
Zotu238	208
Zotu741	74
Zotu275	239
Zotu708	129
Zotu106	329
Zotu745	61
Zotu332	90
Zotu1480	37
Zotu425	70
Zotu237	200
Zotu242	157
Zotu567	119
Zotu171	258
Zotu436	170
Zotu2075	12
Zotu814	40
Zotu959	47
Zotu380	102
Zotu559	130
Zotu640	87
Zotu296	206
Zotu427	137
Zotu573	207
Zotu231	152
Zotu478	150
Zotu510	117
Zotu1864	45
Zotu95	391
Zotu160	294
Zotu568	141
Zotu399	135
Zotu110	394
Zotu282	205
Zotu426	131
Zotu658	114
Zotu301	181
Zotu367	130
Zotu516	142
Zotu688	118
Zotu1973	38
Zotu1299	32
Zotu328	125
Zotu318	213
Zotu527	122
Zotu287	153
Zotu383	154
Zotu2211	29
Zotu961	74
Zotu99	405
Zotu330	184
Zotu665	61
Zotu513	75
Zotu404	152
Zotu113	342
Zotu762	67
Zotu783	34
Zotu372	106
Zotu292	245
Zotu703	45
Zotu1426	74
Zotu1291	109
Zotu939	68
Zotu1132	15
Zotu1587	65
Zotu604	51
Zotu400	191
Zotu1856	16
Zotu274	127
Zotu1756	30
Zotu489	139
Zotu60	586
Zotu1202	70
Zotu700	60
Zotu285	285
Zotu894	123
Zotu2078	11
Zotu2042	19
Zotu1654	65
Zotu631	129
Zotu827	63
Zotu1404	29
Zotu142	261
Zotu271	185
Zotu1591	63
Zotu800	77
Zotu483	103
Zotu1399	44
Zotu244	218
Zotu692	82
Zotu1227	29
Zotu1382	62
Zotu422	137
Zotu167	238
Zotu1819	20
Zotu666	66
Zotu450	162
Zotu486	90
Zotu601	73
Zotu411	106
Zotu822	107
Zotu1715	42
Zotu63	508
Zotu222	180
Zotu648	105
Zotu873	70
Zotu628	70
Zotu817	109
Zotu632	72
Zotu2173	51
Zotu1682	50
Zotu1942	60
Zotu915	58
Zotu1358	56
Zotu1293	30
Zotu1332	52
Zotu186	208
Zotu424	163
Zotu622	73
Zotu253	240
Zotu957	65
Zotu445	99
Zotu1459	32
Zotu534	95
Zotu96	561
Zotu1298	39
Zotu561	159
Zotu1217	129
Zotu418	124
Zotu1738	50
Zotu1813	20
Zotu112	417
Zotu210	317
Zotu1053	22
Zotu618	124
Zotu526	126
Zotu710	50
Zotu969	64
Zotu103	281
Zotu325	194
Zotu1547	38
Zotu590	126
Zotu77	493
Zotu570	110
Zotu803	69
Zotu563	143
Zotu1073	98
Zotu128	382
Zotu201	339
Zotu481	103
Zotu236	228
Zotu1029	123
Zotu869	102
Zotu694	51
Zotu1708	12
Zotu626	88
Zotu1017	61
Zotu896	107
Zotu680	113
Zotu1254	38
Zotu190	189
Zotu1214	74
Zotu858	61
Zotu364	179
Zotu520	239
Zotu2071	35
Zotu337	69
Zotu624	76
Zotu202	342
Zotu565	73
Zotu1947	30
Zotu1124	33
Zotu228	165
Zotu280	201
Zotu1014	178
Zotu2106	28
Zotu1128	48
Zotu164	156
Zotu805	139
Zotu1414	22
Zotu248	232
Zotu1366	69
Zotu315	168
Zotu1301	36
Zotu646	202
Zotu447	122
Zotu324	149
Zotu66	546
Zotu1769	124
Zotu1775	23
Zotu575	34
Zotu976	53
Zotu656	77
Zotu107	364
Zotu813	116
Zotu492	106
Zotu124	381
Zotu880	71
Zotu119	412
Zotu518	92
Zotu506	113
Zotu545	66
Zotu398	98
Zotu257	114
Zotu587	103
Zotu1526	17
Zotu1388	67
Zotu1188	56
Zotu1678	150
Zotu261	239
Zotu786	66
Zotu130	243
Zotu351	141
Zotu1244	24
Zotu760	55
Zotu603	112
Zotu1479	76
Zotu358	104
Zotu471	105
Zotu154	290
Zotu840	107
Zotu716	64
Zotu354	134
Zotu758	34
Zotu219	265
Zotu746	115
Zotu435	114
Zotu375	165
Zotu365	117
Zotu797	63
Zotu712	45
Zotu761	112
Zotu1879	30
Zotu681	89
Zotu571	90
Zotu1837	55
Zotu916	36
Zotu162	218
Zotu841	65
Zotu1445	47
Zotu93	367
Zotu1015	57
Zotu983	90
Zotu1111	56
Zotu1356	44
Zotu683	46
Zotu1758	142
Zotu1282	32
Zotu980	59
Zotu263	140
Zotu421	160
Zotu1185	108
Zotu1013	65
Zotu929	91
Zotu344	173
Zotu239	172
Zotu784	107
Zotu881	31
Zotu1246	31
Zotu532	110
Zotu2006	30
Zotu548	104
Zotu2139	45
Zotu1633	19
Zotu1509	91
Zotu1225	18
Zotu614	43
Zotu2022	57
Zotu1283	140
Zotu416	160
Zotu2111	76
Zotu419	105
Zotu1454	27
Zotu897	66
Zotu158	285
Zotu490	93
Zotu2205	32
Zotu970	34
Zotu750	126
Zotu1323	35
Zotu727	47
Zotu281	159
Zotu1118	28
Zotu381	152
Zotu279	143
Zotu1142	114
Zotu2044	17
Zotu440	94
Zotu768	67
Zotu1924	34
Zotu912	63
Zotu1724	29
Zotu414	121
Zotu1436	70
Zotu376	90
Zotu1081	50
Zotu1408	36
Zotu566	70
Zotu690	106
Zotu193	225
Zotu742	27
Zotu1912	29
Zotu1045	53
Zotu599	88
Zotu320	190
Zotu1615	37
Zotu1522	52
Zotu502	78
Zotu234	176
Zotu1425	48
Zotu176	259
Zotu772	65
Zotu1277	47
Zotu1194	33
Zotu456	88
Zotu1284	85
Zotu1457	40
Zotu1215	78
Zotu338	64
Zotu379	109
Zotu893	68
Zotu864	56
Zotu543	124
Zotu885	69
Zotu533	92
Zotu867	55
Zotu1245	42
Zotu1428	25
Zotu498	146
Zotu580	107
Zotu1216	21
Zotu1025	70
Zotu1488	101
Zotu937	52
Zotu821	57
Zotu1140	63
Zotu1495	23
Zotu555	71
Zotu639	60
Zotu540	154
Zotu1210	68
Zotu256	214
Zotu441	209
Zotu659	85
Zotu1144	19
Zotu1313	44
Zotu484	95
Zotu511	93
Zotu1891	20
Zotu1151	17
Zotu349	176
Zotu247	206
Zotu519	112
Zotu1868	76
Zotu221	216
Zotu2104	59
Zotu1913	66
Zotu2163	36
Zotu1663	41
Zotu443	97
Zotu1448	73
Zotu2035	59
Zotu134	403
Zotu1044	46
Zotu702	81
Zotu2196	190
Zotu240	191
Zotu2039	22
Zotu979	71
Zotu1294	25
Zotu1527	35
Zotu1911	98
Zotu243	207
Zotu988	59
Zotu889	34
Zotu738	96
Zotu2002	21
Zotu491	69
Zotu284	127
Zotu584	82
Zotu911	41
Zotu504	141
Zotu1166	37
Zotu968	23
Zotu413	127
Zotu1733	19
Zotu294	145
Zotu1383	31
Zotu1676	60
Zotu1031	62
Zotu1814	77
Zotu1513	80
Zotu505	77
Zotu826	52
Zotu682	42
Zotu1551	30
Zotu2032	46
Zotu1916	53
Zotu401	135
Zotu709	105
Zotu1931	14
Zotu572	141
Zotu1475	54
Zotu482	111
Zotu674	81
Zotu1671	42
Zotu1706	47
Zotu668	120
Zotu1887	36
Zotu1518	33
Zotu857	85
Zotu1377	30
Zotu1910	8
Zotu1148	65
Zotu1482	37
Zotu2184	20
Zotu339	146
Zotu1611	33
Zotu1645	54
Zotu729	94
Zotu711	82
Zotu1098	97
Zotu1314	17
Zotu773	41
Zotu541	35
Zotu209	357
Zotu459	171
Zotu1765	16
Zotu736	175
Zotu1068	47
Zotu861	75
Zotu1290	186
Zotu150	361
Zotu309	126
Zotu1514	99
Zotu780	61
Zotu385	187
Zotu1168	42
Zotu293	105
Zotu1072	42
Zotu754	98
Zotu1630	17
Zotu623	90
Zotu1123	22
Zotu1261	25
Zotu1171	45
Zotu2069	36
Zotu1658	94
Zotu1055	43
Zotu744	67
Zotu462	124
Zotu676	114
Zotu1159	52
Zotu114	297
Zotu818	79
Zotu1596	12
Zotu1576	60
Zotu1595	9
Zotu1553	47
