#OTU ID	Read
Zotu1	122609
Zotu3	46514
Zotu37	6129
Zotu11	12416
Zotu2	36931
Zotu16	10549
Zotu6	27144
Zotu7	23979
Zotu4	39333
Zotu8	18475
Zotu27	6521
Zotu17	8971
Zotu14	11029
Zotu13	10187
Zotu9	16043
Zotu19	7211
Zotu5	32058
Zotu10	13288
Zotu12	14445
Zotu15	10947
Zotu23	6770
Zotu31	5269
Zotu25	5759
Zotu20	6392
Zotu28	5600
Zotu22	8772
Zotu41	4878
Zotu18	7630
Zotu33	6786
Zotu24	6469
Zotu21	6746
Zotu42	5363
Zotu29	5463
Zotu38	4735
Zotu51	4333
Zotu45	4001
Zotu44	3993
Zotu32	5918
Zotu39	5607
Zotu46	4774
Zotu26	4872
Zotu30	5191
Zotu34	5723
Zotu43	5040
Zotu35	5993
Zotu84	2081
Zotu40	4590
Zotu50	3116
Zotu66	2144
Zotu36	4924
Zotu54	2513
Zotu56	2427
Zotu58	2825
Zotu60	2952
Zotu68	2409
Zotu65	2716
Zotu49	4332
Zotu125	1082
Zotu61	2159
Zotu67	1635
Zotu64	2132
Zotu55	2482
Zotu70	1526
Zotu47	3963
Zotu106	1397
Zotu129	1386
Zotu59	2001
Zotu77	1643
Zotu63	2583
Zotu69	1694
Zotu97	1234
Zotu71	2056
Zotu87	1432
Zotu62	2521
Zotu93	1256
Zotu187	762
Zotu196	575
Zotu52	2578
Zotu74	1039
Zotu57	2400
Zotu105	1075
Zotu99	1323
Zotu95	1357
Zotu131	1323
Zotu72	1907
Zotu89	1315
Zotu76	1620
Zotu108	1029
Zotu91	1294
Zotu103	1251
Zotu139	881
Zotu110	1113
Zotu98	1064
Zotu112	1109
Zotu123	1018
Zotu174	542
Zotu94	1254
Zotu85	1761
Zotu186	595
Zotu474	300
Zotu81	1539
Zotu48	3318
Zotu86	1753
Zotu137	1081
Zotu138	874
Zotu114	1132
Zotu83	1504
Zotu92	1329
Zotu132	806
Zotu256	848
Zotu140	639
Zotu130	1277
Zotu75	1410
Zotu205	869
Zotu82	2293
Zotu217	701
Zotu289	379
Zotu166	611
Zotu241	935
Zotu216	916
Zotu249	630
Zotu102	1232
Zotu135	818
Zotu88	1764
Zotu122	1189
Zotu96	1093
Zotu90	1552
Zotu337	546
Zotu232	617
Zotu231	507
Zotu218	620
Zotu141	710
Zotu179	734
Zotu263	335
Zotu185	783
Zotu73	1789
Zotu161	693
Zotu126	848
Zotu252	550
Zotu78	1202
Zotu204	664
Zotu182	763
Zotu109	853
Zotu243	604
Zotu118	1194
Zotu327	416
Zotu258	563
Zotu335	439
Zotu366	373
Zotu155	495
Zotu308	437
Zotu100	1455
Zotu251	522
Zotu184	675
Zotu242	607
Zotu440	496
Zotu198	576
Zotu303	500
Zotu104	944
Zotu260	522
Zotu121	914
Zotu134	757
Zotu782	171
Zotu194	587
Zotu306	461
Zotu210	478
Zotu277	687
Zotu147	817
Zotu53	2199
Zotu124	1262
Zotu286	242
Zotu159	678
Zotu116	997
Zotu323	357
Zotu133	1147
Zotu319	617
Zotu312	366
Zotu157	881
Zotu915	62
Zotu101	1384
Zotu588	304
Zotu175	540
Zotu136	1282
Zotu247	550
Zotu207	598
Zotu170	684
Zotu164	715
Zotu171	710
Zotu321	323
Zotu282	491
Zotu80	1679
Zotu143	973
Zotu167	833
Zotu255	482
Zotu253	306
Zotu111	801
Zotu156	739
Zotu274	406
Zotu120	995
Zotu397	537
Zotu222	533
Zotu649	111
Zotu969	149
Zotu383	348
Zotu429	248
Zotu696	208
Zotu292	367
Zotu872	150
