tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom
2479767	0.0011769594393432159	UNCLASSIFIED-(final_consensus_209_depth_1099)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1805714	0.0011737466292267194	UNCLASSIFIED-(final_consensus_210_depth_1096)	UNCLASSIFIED-(final_consensus_210_depth_1096)	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1162980	0.0011716047558157218	UNCLASSIFIED-(final_consensus_211_depth_1094)	UNCLASSIFIED-(final_consensus_211_depth_1094)	Cohaesibacteraceae	Rhizobiales	Alphaproteobacteria	Proteobacteria		Bacteria
84032	0.0011641081988772299	UNCLASSIFIED-(final_consensus_212_depth_1087)	UNCLASSIFIED-(final_consensus_212_depth_1087)	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
33038	0.0011416185280617545	UNCLASSIFIED-(final_consensus_215_depth_1066)	UNCLASSIFIED-(final_consensus_215_depth_1066)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.001126625414184771	UNCLASSIFIED-(final_consensus_216_depth_1052)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
40545	0.001124483540773773	Sutterella wadsworthensis	Sutterella	Sutterellaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria
328813	0.0011169869838352814	Alistipes onderdonkii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
84032	0.001112703237013286	UNCLASSIFIED-(final_consensus_219_depth_1039)	UNCLASSIFIED-(final_consensus_219_depth_1039)	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
915173	0.0011084194901912908	UNCLASSIFIED-(final_consensus_220_depth_1035)	UNCLASSIFIED-(final_consensus_220_depth_1035)	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria
2584943	0.0011041357433692954	UNCLASSIFIED-(final_consensus_221_depth_1031)	Longibaculum	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria
1796618	0.0010934263763143072	UNCLASSIFIED-(final_consensus_223_depth_1021)	UNCLASSIFIED-(final_consensus_223_depth_1021)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2093857	0.0010891426294923118	UNCLASSIFIED-(final_consensus_224_depth_1017)	Dysosmobacter	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39497	0.0010859298193758153	UNCLASSIFIED-(final_consensus_225_depth_1014)	UNCLASSIFIED-(final_consensus_225_depth_1014)	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.0010784332624373233	UNCLASSIFIED-(final_consensus_227_depth_1007)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.0010741495156153281	UNCLASSIFIED-(final_consensus_230_depth_1003)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1981510	0.0010730785789098292	UNCLASSIFIED-(final_consensus_231_depth_1002)	UNCLASSIFIED-(final_consensus_231_depth_1002)		Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2086585	0.0010666529586768362	UNCLASSIFIED-(final_consensus_233_depth_996)	UNCLASSIFIED-(final_consensus_233_depth_996)	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1150298	0.0010548726549163491	UNCLASSIFIED-(final_consensus_237_depth_985)	Fusicatenibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
351091	0.0010527307815053515	UNCLASSIFIED-(final_consensus_239_depth_983)	UNCLASSIFIED-(final_consensus_239_depth_983)	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
89014	0.0010516598447998526	UNCLASSIFIED-(final_consensus_240_depth_982)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
40520	0.0010463051612723585	UNCLASSIFIED-(final_consensus_243_depth_977)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
818	0.001043092351155862	Bacteroides thetaiotaomicron	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
2093857	0.00103559579421737	UNCLASSIFIED-(final_consensus_247_depth_967)	UNCLASSIFIED-(final_consensus_247_depth_967)	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
84032	0.00103559579421737	UNCLASSIFIED-(final_consensus_246_depth_967)	UNCLASSIFIED-(final_consensus_246_depth_967)	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
218538	0.0010280992372788784	Dialister invisus	Dialister	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Terrabacteria group	Bacteria
1796618	0.0010248864271623819	UNCLASSIFIED-(final_consensus_249_depth_957)	UNCLASSIFIED-(final_consensus_249_depth_957)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
47678	0.0010206026803403865	Bacteroides caccae	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
1681	0.0010184608069293889	Bifidobacterium bifidum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinobacteria	Actinobacteria	Terrabacteria group	Bacteria
1796618	0.001010964249990897	UNCLASSIFIED-(final_consensus_252_depth_944)	UNCLASSIFIED-(final_consensus_252_depth_944)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1852381	0.001010964249990897	UNCLASSIFIED-(final_consensus_253_depth_944)	Duodenibacillus	Sutterellaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria
853	0.0010077514398744004	UNCLASSIFIED-(final_consensus_254_depth_941)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1776382	0.0010066805031689018	UNCLASSIFIED-(final_consensus_255_depth_940)	UNCLASSIFIED-(final_consensus_255_depth_940)	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39488	0.0009970420728194122	UNCLASSIFIED-(final_consensus_258_depth_931)	Anaerobutyricum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39482	0.0009766942754149345	UNCLASSIFIED-(final_consensus_259_depth_912)	Faecalicatena	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1712675	0.0009745524020039368	Turicibacter sp. H121	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria
33043	0.0009702686551819415	Coprococcus eutactus	Coprococcus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
261299	0.0009691977184764426	Intestinibacter bartlettii	Intestinibacter	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
290055	0.0009617011615379508	UNCLASSIFIED-(final_consensus_262_depth_898)	Faecalicatena	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2479767	0.0009617011615379508	UNCLASSIFIED-(final_consensus_263_depth_898)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
649756	0.0009467080476609672	UNCLASSIFIED-(final_consensus_264_depth_884)	Anaerostipes	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2109692	0.0009456371109554683	UNCLASSIFIED-(final_consensus_265_depth_883)		Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria
1673717	0.0009381405540169765	UNCLASSIFIED-(final_consensus_267_depth_876)	UNCLASSIFIED-(final_consensus_267_depth_876)	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1912855	0.0009338568071949812	UNCLASSIFIED-(final_consensus_268_depth_872)	Faecalimonas	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
301301	0.000928502123667487	UNCLASSIFIED-(final_consensus_271_depth_867)	UNCLASSIFIED-(final_consensus_271_depth_867)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1776382	0.0009102961996740068	UNCLASSIFIED-(final_consensus_273_depth_850)	UNCLASSIFIED-(final_consensus_273_depth_850)	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.0009102961996740068	UNCLASSIFIED-(final_consensus_274_depth_850)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2086585	0.0008824518453310373	UNCLASSIFIED-(final_consensus_280_depth_824)	UNCLASSIFIED-(final_consensus_280_depth_824)	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2093857	0.0008792390352145408	UNCLASSIFIED-(final_consensus_283_depth_821)	UNCLASSIFIED-(final_consensus_283_depth_821)	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
44749	0.0008685296681595525	UNCLASSIFIED-(final_consensus_284_depth_811)	UNCLASSIFIED-(final_consensus_284_depth_811)	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.000865316858043056	UNCLASSIFIED-(final_consensus_286_depth_808)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1796618	0.0008631749846320583	UNCLASSIFIED-(final_consensus_287_depth_806)	UNCLASSIFIED-(final_consensus_287_depth_806)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
48256	0.0008621040479265595	UNCLASSIFIED-(final_consensus_288_depth_805)	UNCLASSIFIED-(final_consensus_288_depth_805)	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
915173	0.0008599621745155618	UNCLASSIFIED-(final_consensus_289_depth_803)	UNCLASSIFIED-(final_consensus_289_depth_803)	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria
871665	0.0008599621745155618	UNCLASSIFIED-(final_consensus_290_depth_803)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2093857	0.0008567493643990652	UNCLASSIFIED-(final_consensus_292_depth_800)	UNCLASSIFIED-(final_consensus_292_depth_800)	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.0008503237441660723	UNCLASSIFIED-(final_consensus_294_depth_794)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
214851	0.0008299759467615945	UNCLASSIFIED-(final_consensus_298_depth_775)	Subdoligranulum	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
351091	0.0008289050100560956	UNCLASSIFIED-(final_consensus_299_depth_774)	UNCLASSIFIED-(final_consensus_299_depth_774)	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
33038	0.0008246212632341003	UNCLASSIFIED-(final_consensus_302_depth_770)	UNCLASSIFIED-(final_consensus_302_depth_770)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39497	0.0008181956430011073	UNCLASSIFIED-(final_consensus_304_depth_764)	UNCLASSIFIED-(final_consensus_304_depth_764)	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39488	0.0008171247062956085	UNCLASSIFIED-(final_consensus_306_depth_763)	Anaerobutyricum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39488	0.0008171247062956085	UNCLASSIFIED-(final_consensus_305_depth_763)	Anaerobutyricum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
84030	0.0008053444025351214	UNCLASSIFIED-(final_consensus_309_depth_752)	UNCLASSIFIED-(final_consensus_309_depth_752)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2479767	0.0008042734658296226	UNCLASSIFIED-(final_consensus_310_depth_751)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2093857	0.0008042734658296226	UNCLASSIFIED-(final_consensus_311_depth_751)	UNCLASSIFIED-(final_consensus_311_depth_751)	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39486	0.0008010606557131261	UNCLASSIFIED-(final_consensus_313_depth_748)	Dorea	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.0007989187823021284	UNCLASSIFIED-(final_consensus_315_depth_746)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39488	0.0007978478455966296	UNCLASSIFIED-(final_consensus_316_depth_745)	Anaerobutyricum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
216816	0.0007849966051306436	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinobacteria	Actinobacteria	Terrabacteria group	Bacteria
2086585	0.0007796419216031495	UNCLASSIFIED-(final_consensus_319_depth_728)	UNCLASSIFIED-(final_consensus_319_depth_728)	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1263547	0.000775358174781154	UNCLASSIFIED-(final_consensus_325_depth_724)	Oscillibacter	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1981510	0.0007732163013701564	UNCLASSIFIED-(final_consensus_326_depth_722)	UNCLASSIFIED-(final_consensus_326_depth_722)		Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
89014	0.0007710744279591587	UNCLASSIFIED-(final_consensus_327_depth_720)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1796618	0.0007710744279591587	UNCLASSIFIED-(final_consensus_328_depth_720)	UNCLASSIFIED-(final_consensus_328_depth_720)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39488	0.0007689325545481611	UNCLASSIFIED-(final_consensus_329_depth_718)	Anaerobutyricum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
301301	0.0007507266305546809	UNCLASSIFIED-(final_consensus_334_depth_701)	Roseburia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39485	0.0007485847571436833	UNCLASSIFIED-(final_consensus_335_depth_699)	UNCLASSIFIED-(final_consensus_335_depth_699)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
817	0.0007464428837326857	Bacteroides fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
1304	0.0007453719470271868	Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria
44749	0.0007421591369106903	UNCLASSIFIED-(final_consensus_338_depth_693)	UNCLASSIFIED-(final_consensus_338_depth_693)	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
29552	0.0007325207065612008	UNCLASSIFIED-(final_consensus_341_depth_684)	UNCLASSIFIED-(final_consensus_341_depth_684)	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria
39488	0.0007325207065612008	UNCLASSIFIED-(final_consensus_342_depth_684)	Anaerobutyricum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
44749	0.0007303788331502032	UNCLASSIFIED-(final_consensus_344_depth_682)	UNCLASSIFIED-(final_consensus_344_depth_682)	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
29552	0.0007111019724512242	UNCLASSIFIED-(final_consensus_346_depth_664)	UNCLASSIFIED-(final_consensus_346_depth_664)	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria
2479767	0.0007111019724512242	UNCLASSIFIED-(final_consensus_348_depth_664)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
33038	0.0007046763522182313	UNCLASSIFIED-(final_consensus_352_depth_658)	UNCLASSIFIED-(final_consensus_352_depth_658)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
301301	0.0006939669851632428	UNCLASSIFIED-(final_consensus_355_depth_648)	UNCLASSIFIED-(final_consensus_355_depth_648)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2479767	0.000686470428224751	UNCLASSIFIED-(final_consensus_357_depth_641)	UNCLASSIFIED-(final_consensus_357_depth_641)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
674529	0.0006618388839982779	UNCLASSIFIED-(final_consensus_366_depth_618)	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
208479	0.0006586260738817815	UNCLASSIFIED-(final_consensus_367_depth_615)	Enterocloster	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
29361	0.0006436329600047978	UNCLASSIFIED-(final_consensus_372_depth_601)	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
871665	0.0006436329600047978	UNCLASSIFIED-(final_consensus_371_depth_601)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1907662	0.0006307817195388119	UNCLASSIFIED-(final_consensus_376_depth_589)	UNCLASSIFIED-(final_consensus_376_depth_589)	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Terrabacteria group	Bacteria
360807	0.0006275689094223153	UNCLASSIFIED-(final_consensus_379_depth_586)	Roseburia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39482	0.0006275689094223153	Faecalicatena contorta	Faecalicatena	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1805714	0.0006254270360113176	UNCLASSIFIED-(final_consensus_380_depth_584)	UNCLASSIFIED-(final_consensus_380_depth_584)	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
116085	0.0006254270360113176	UNCLASSIFIED-(final_consensus_381_depth_584)	Coprococcus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.0006254270360113176	UNCLASSIFIED-(final_consensus_382_depth_584)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2358141	0.0006179304790728258	Anaerotignum faecicola	Anaerotignum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39488	0.0006061501753123387	UNCLASSIFIED-(final_consensus_386_depth_566)	Anaerobutyricum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
84030	0.0006029373651958422	UNCLASSIFIED-(final_consensus_388_depth_563)	UNCLASSIFIED-(final_consensus_388_depth_563)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39488	0.0006018664284903434	UNCLASSIFIED-(final_consensus_389_depth_562)	Anaerobutyricum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
29356	0.0006007954917848445	UNCLASSIFIED-(final_consensus_391_depth_561)	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2109692	0.0006007954917848445	UNCLASSIFIED-(final_consensus_392_depth_561)		Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria
2479767	0.0005997245550793457	UNCLASSIFIED-(final_consensus_393_depth_560)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
758823	0.0005997245550793457	UNCLASSIFIED-(final_consensus_394_depth_560)	UNCLASSIFIED-(final_consensus_394_depth_560)		Vampirovibrionales		Candidatus Melainabacteria	Terrabacteria group	Bacteria
208479	0.0005943698715518515	UNCLASSIFIED-(final_consensus_395_depth_555)	UNCLASSIFIED-(final_consensus_395_depth_555)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1870986	0.0005890151880243574	UNCLASSIFIED-(final_consensus_398_depth_550)	UNCLASSIFIED-(final_consensus_398_depth_550)		Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2479767	0.0005890151880243574	UNCLASSIFIED-(final_consensus_397_depth_550)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1871035	0.0005879442513188586	Negativibacillus massiliensis	Negativibacillus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
84030	0.0005868733146133597	UNCLASSIFIED-(final_consensus_400_depth_548)	UNCLASSIFIED-(final_consensus_400_depth_548)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2479767	0.0005804476943803668	UNCLASSIFIED-(final_consensus_401_depth_542)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
208479	0.0005804476943803668	UNCLASSIFIED-(final_consensus_402_depth_542)	Enterocloster	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
301301	0.0005793767576748679	UNCLASSIFIED-(final_consensus_404_depth_541)	UNCLASSIFIED-(final_consensus_404_depth_541)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
418240	0.0005783058209693691	UNCLASSIFIED-(final_consensus_405_depth_540)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
418240	0.0005750930108528726	UNCLASSIFIED-(final_consensus_406_depth_537)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
33038	0.0005718802007363761	UNCLASSIFIED-(final_consensus_407_depth_534)	UNCLASSIFIED-(final_consensus_407_depth_534)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
33025	0.0005697383273253784	UNCLASSIFIED-(final_consensus_408_depth_532)	Phascolarctobacterium	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Terrabacteria group	Bacteria
2479767	0.0005483195932154017	UNCLASSIFIED-(final_consensus_414_depth_512)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.0005461777198044041	UNCLASSIFIED-(final_consensus_416_depth_510)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39490	0.0005418939729824088	UNCLASSIFIED-(final_consensus_421_depth_506)	Eubacterium	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1150298	0.0005418939729824088	UNCLASSIFIED-(final_consensus_420_depth_506)	Fusicatenibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2479767	0.0005386811628659123	UNCLASSIFIED-(final_consensus_422_depth_503)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39490	0.0005290427325164228	UNCLASSIFIED-(final_consensus_426_depth_494)	Eubacterium	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
28052	0.0005172624287559357	UNCLASSIFIED-(final_consensus_431_depth_483)	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
40520	0.0005119077452284415	UNCLASSIFIED-(final_consensus_432_depth_478)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
33039	0.0005065530617009474	[Ruminococcus] torques	Mediterraneibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1550024	0.0005033402515844509	Ruthenibacterium lactatiformans	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
351091	0.0004947727579404602	UNCLASSIFIED-(final_consensus_438_depth_462)	UNCLASSIFIED-(final_consensus_438_depth_462)	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
351091	0.0004904890111184649	UNCLASSIFIED-(final_consensus_440_depth_458)	Oscillibacter	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
33038	0.0004894180744129661	UNCLASSIFIED-(final_consensus_442_depth_457)	UNCLASSIFIED-(final_consensus_442_depth_457)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2610895	0.0004883471377074673	UNCLASSIFIED-(final_consensus_444_depth_456)	Flintibacter		Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
755731	0.00048192151747447425	UNCLASSIFIED-(final_consensus_447_depth_450)	UNCLASSIFIED-(final_consensus_447_depth_450)	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
755731	0.00048192151747447425	UNCLASSIFIED-(final_consensus_448_depth_450)	UNCLASSIFIED-(final_consensus_448_depth_450)	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39486	0.0004808505807689754	UNCLASSIFIED-(final_consensus_449_depth_449)	Dorea	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
84030	0.00047977964406347654	UNCLASSIFIED-(final_consensus_450_depth_448)	UNCLASSIFIED-(final_consensus_450_depth_448)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
360807	0.00047549589724148124	UNCLASSIFIED-(final_consensus_452_depth_444)	Roseburia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2093857	0.0004744249605359824	UNCLASSIFIED-(final_consensus_453_depth_443)	UNCLASSIFIED-(final_consensus_453_depth_443)	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
40520	0.0004733540238304836	UNCLASSIFIED-(final_consensus_455_depth_442)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2479767	0.00047228308712498474	UNCLASSIFIED-(final_consensus_456_depth_441)	UNCLASSIFIED-(final_consensus_456_depth_441)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
758823	0.00047228308712498474	UNCLASSIFIED-(final_consensus_458_depth_441)	UNCLASSIFIED-(final_consensus_458_depth_441)		Vampirovibrionales		Candidatus Melainabacteria	Terrabacteria group	Bacteria
