tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom
39485	0.0032920594327034082	UNCLASSIFIED-(final_consensus_57_depth_3074)	UNCLASSIFIED-(final_consensus_57_depth_3074)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.003268498825182434	UNCLASSIFIED-(final_consensus_58_depth_3052)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
290054	0.0032663569517714366	UNCLASSIFIED-(final_consensus_59_depth_3050)	Eubacterium	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
871665	0.0032342288506064716	UNCLASSIFIED-(final_consensus_61_depth_3020)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2109691	0.0031689017115710425	UNCLASSIFIED-(final_consensus_62_depth_2959)	UNCLASSIFIED-(final_consensus_62_depth_2959)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
40518	0.0031378445471115764	UNCLASSIFIED-(final_consensus_63_depth_2930)	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.00307037553466515	UNCLASSIFIED-(final_consensus_65_depth_2867)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1981510	0.003065020851137656	UNCLASSIFIED-(final_consensus_66_depth_2862)	UNCLASSIFIED-(final_consensus_66_depth_2862)		Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1805714	0.0030564533574936655	UNCLASSIFIED-(final_consensus_68_depth_2854)	UNCLASSIFIED-(final_consensus_68_depth_2854)	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
487175	0.0030564533574936655	Parasutterella excrementihominis	Parasutterella	Sutterellaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria
39485	0.0030350346233836887	UNCLASSIFIED-(final_consensus_70_depth_2834)	UNCLASSIFIED-(final_consensus_70_depth_2834)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1414720	0.003022183382917703	Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
871665	0.0030168286993902086	UNCLASSIFIED-(final_consensus_71_depth_2817)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39485	0.002977204041286752	UNCLASSIFIED-(final_consensus_74_depth_2780)	UNCLASSIFIED-(final_consensus_74_depth_2780)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
418240	0.0028668975606203724	UNCLASSIFIED-(final_consensus_75_depth_2677)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
418240	0.002836911332866405	UNCLASSIFIED-(final_consensus_76_depth_2649)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
40520	0.002741597966077009	UNCLASSIFIED-(final_consensus_77_depth_2560)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1469948	0.0026880511308020674	UNCLASSIFIED-(final_consensus_80_depth_2510)	UNCLASSIFIED-(final_consensus_80_depth_2510)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
745368	0.002656993966342601	Gemmiger formicilis	Gemmiger	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
674529	0.0026484264726986105	UNCLASSIFIED-(final_consensus_81_depth_2473)	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
338188	0.002602376194362161	Bacteroides finegoldii	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
351091	0.002594879637423669	UNCLASSIFIED-(final_consensus_83_depth_2423)	UNCLASSIFIED-(final_consensus_83_depth_2423)	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2109692	0.002556325916025711	UNCLASSIFIED-(final_consensus_84_depth_2387)		Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Terrabacteria group	Bacteria
39485	0.0025477584223817205	UNCLASSIFIED-(final_consensus_85_depth_2379)	UNCLASSIFIED-(final_consensus_85_depth_2379)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
253257	0.0025327653085047367	UNCLASSIFIED-(final_consensus_86_depth_2365)	UNCLASSIFIED-(final_consensus_86_depth_2365)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
214851	0.0025134884478057577	UNCLASSIFIED-(final_consensus_87_depth_2347)	Subdoligranulum	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
253257	0.0025027790807507695	UNCLASSIFIED-(final_consensus_89_depth_2337)	UNCLASSIFIED-(final_consensus_89_depth_2337)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
33038	0.0024888569035792845	[Ruminococcus] gnavus	Mediterraneibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
328814	0.0024331681948933453	Alistipes shahii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
291644	0.0023999691570228817	Bacteroides salyersiae	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
387661	0.002377479486207406	Parabacteroides johnsonii	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
89014	0.0023046557902334855	UNCLASSIFIED-(final_consensus_95_depth_2152)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2507162	0.0021675758919296353	UNCLASSIFIED-(final_consensus_101_depth_2024)	UNCLASSIFIED-(final_consensus_101_depth_2024)	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2109691	0.0021397315375866655	UNCLASSIFIED-(final_consensus_103_depth_1998)	UNCLASSIFIED-(final_consensus_103_depth_1998)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39485	0.0021215256135931853	UNCLASSIFIED-(final_consensus_105_depth_1981)	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39497	0.0021140290566546934	UNCLASSIFIED-(final_consensus_106_depth_1974)	UNCLASSIFIED-(final_consensus_106_depth_1974)	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1796618	0.002096894069366712	UNCLASSIFIED-(final_consensus_107_depth_1958)	UNCLASSIFIED-(final_consensus_107_depth_1958)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.0020893975124282203	UNCLASSIFIED-(final_consensus_108_depth_1951)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2528203	0.002058340347968754	Bacteroides sp. A1C1	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
89014	0.0020165738164543	UNCLASSIFIED-(final_consensus_115_depth_1883)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
33025	0.0020122900696323046	Phascolarctobacterium faecium	Phascolarctobacterium	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Terrabacteria group	Bacteria
592978	0.002009077259515808	UNCLASSIFIED-(final_consensus_118_depth_1876)	Mediterraneibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
33025	0.0020015807025773164	UNCLASSIFIED-(final_consensus_120_depth_1869)	Phascolarctobacterium	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Terrabacteria group	Bacteria
28118	0.0019865875887003326	Odoribacter splanchnicus	Odoribacter	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
214851	0.0019566013609463653	UNCLASSIFIED-(final_consensus_123_depth_1827)	Subdoligranulum	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
40520	0.0019405373103638828	UNCLASSIFIED-(final_consensus_126_depth_1812)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.0019051963990824215	UNCLASSIFIED-(final_consensus_127_depth_1779)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2109691	0.0018848486016779435	UNCLASSIFIED-(final_consensus_128_depth_1760)	UNCLASSIFIED-(final_consensus_128_depth_1760)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
46503	0.001844153006868988	Parabacteroides merdae	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
253257	0.001768116500778571	UNCLASSIFIED-(final_consensus_136_depth_1651)	UNCLASSIFIED-(final_consensus_136_depth_1651)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
418240	0.0017317046527916106	UNCLASSIFIED-(final_consensus_137_depth_1617)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39485	0.0016717321972836761	UNCLASSIFIED-(final_consensus_143_depth_1561)	UNCLASSIFIED-(final_consensus_143_depth_1561)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.0016588809568176901	UNCLASSIFIED-(final_consensus_146_depth_1549)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
40520	0.0016588809568176901	UNCLASSIFIED-(final_consensus_145_depth_1549)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
626933	0.0016085469316592447	Odoribacter laneus	Odoribacter	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
871664	0.0016021213114262522	UNCLASSIFIED-(final_consensus_153_depth_1496)	UNCLASSIFIED-(final_consensus_153_depth_1496)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39497	0.0016021213114262522	UNCLASSIFIED-(final_consensus_154_depth_1496)	UNCLASSIFIED-(final_consensus_154_depth_1496)	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
823	0.0015732060203777836	UNCLASSIFIED-(final_consensus_156_depth_1469)	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
40520	0.0015271557420413339	UNCLASSIFIED-(final_consensus_160_depth_1426)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
418240	0.0015175173116918443	UNCLASSIFIED-(final_consensus_161_depth_1417)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2479767	0.0015068079446368561	UNCLASSIFIED-(final_consensus_162_depth_1407)	UNCLASSIFIED-(final_consensus_162_depth_1407)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
29375	0.0014896729573488747	UNCLASSIFIED-(final_consensus_163_depth_1391)	UNCLASSIFIED-(final_consensus_163_depth_1391)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
418240	0.001474679843471891	UNCLASSIFIED-(final_consensus_164_depth_1377)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
89014	0.001468254223238898	UNCLASSIFIED-(final_consensus_165_depth_1371)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
39497	0.0014639704764169029	UNCLASSIFIED-(final_consensus_167_depth_1367)	UNCLASSIFIED-(final_consensus_167_depth_1367)	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.0014639704764169029	UNCLASSIFIED-(final_consensus_166_depth_1367)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1912855	0.001456473919478411	UNCLASSIFIED-(final_consensus_168_depth_1360)	Faecalimonas	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
89014	0.001450048299245418	UNCLASSIFIED-(final_consensus_169_depth_1354)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1981510	0.0014446936157179238	Monoglobus pectinilyticus	Monoglobus		Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
418240	0.0014232748816079472	UNCLASSIFIED-(final_consensus_172_depth_1329)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2109691	0.0014093527044364625	UNCLASSIFIED-(final_consensus_174_depth_1316)	UNCLASSIFIED-(final_consensus_174_depth_1316)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
84030	0.001386863033620987	UNCLASSIFIED-(final_consensus_176_depth_1295)	UNCLASSIFIED-(final_consensus_176_depth_1295)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
418240	0.0013718699197440034	UNCLASSIFIED-(final_consensus_179_depth_1281)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
301301	0.0013515221223395254	UNCLASSIFIED-(final_consensus_181_depth_1262)	Roseburia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
2093857	0.0013461674388120313	UNCLASSIFIED-(final_consensus_182_depth_1257)	UNCLASSIFIED-(final_consensus_182_depth_1257)	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
40520	0.0013461674388120313	UNCLASSIFIED-(final_consensus_183_depth_1257)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
487174	0.0013236777679965558	Barnesiella intestinihominis	Barnesiella	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	FCB group	Bacteria
39486	0.0013236777679965558	UNCLASSIFIED-(final_consensus_186_depth_1236)	Dorea	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
89014	0.0013065427807085746	UNCLASSIFIED-(final_consensus_190_depth_1220)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
758823	0.0013054718440030757	UNCLASSIFIED-(final_consensus_191_depth_1219)	UNCLASSIFIED-(final_consensus_191_depth_1219)		Vampirovibrionales		Candidatus Melainabacteria	Terrabacteria group	Bacteria
40520	0.0013011880971810805	UNCLASSIFIED-(final_consensus_192_depth_1215)	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.0012797693630711038	UNCLASSIFIED-(final_consensus_197_depth_1195)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
29361	0.0012637053124886213	UNCLASSIFIED-(final_consensus_199_depth_1180)	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
84032	0.0012433575150841436	UNCLASSIFIED-(final_consensus_202_depth_1161)	UNCLASSIFIED-(final_consensus_202_depth_1161)	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
29361	0.0012305062746181576	UNCLASSIFIED-(final_consensus_203_depth_1149)	Tyzzerella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
1469948	0.0012294353379126587	UNCLASSIFIED-(final_consensus_204_depth_1148)	UNCLASSIFIED-(final_consensus_204_depth_1148)	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
706562	0.0012251515910906632	Lactobacillus rogosae	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria
2479767	0.001195165363336696	Blautia sp. SC05B48	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
853	0.0011780303760487148	UNCLASSIFIED-(final_consensus_208_depth_1100)	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria
